12.000042	0.000000
12.003062	0.003379
12.006082	0.003379
12.009102	0.003379
12.012122	0.003379
12.015141	0.003379
12.018161	0.003379
12.021181	0.003379
12.024200	0.003379
12.027220	0.003379
12.030239	0.003379
12.033259	0.003379
12.036278	0.003379
12.039297	0.003379
12.042316	0.003379
12.045336	0.003379
12.048355	0.003379
12.051374	0.003379
12.054393	0.003379
12.057412	0.003379
12.060431	0.003379
12.063450	0.003379
12.066469	0.003379
12.069487	0.003379
12.072506	0.003379
12.075525	0.003379
12.078543	0.003379
12.081562	0.003379
12.084580	0.003379
12.087599	0.003379
12.090617	0.003379
12.093636	0.003379
12.096654	0.003379
12.099672	0.003379
12.102691	0.003379
12.105709	0.003379
12.108727	0.003379
12.111745	0.003379
12.114763	0.003379
12.117781	0.003379
12.120799	0.003379
12.123817	0.003379
12.126835	0.003379
12.129852	0.003379
12.132870	0.003379
12.135888	0.003379
12.138905	0.003379
12.141923	0.003379
12.144940	0.003379
12.147958	0.003379
12.150975	0.003379
12.153993	0.003379
12.157010	0.003379
12.160027	0.003379
12.163044	0.003379
12.166062	0.003379
12.169079	0.003379
12.172096	0.003379
12.175113	0.003379
12.178130	0.003379
12.181147	0.003379
12.184163	0.003379
12.187180	0.003379
12.190197	0.003379
12.193214	0.003379
12.196230	0.003379
12.199247	0.003379
12.202264	0.003379
12.205280	0.003379
12.208296	0.003379
12.211313	0.003379
12.214329	0.003379
12.217346	0.003379
12.220362	0.003379
12.223378	0.003379
12.226394	0.003379
12.229410	0.003379
12.232426	0.003379
12.235442	0.003379
12.238458	0.003379
12.241474	0.003379
12.244490	0.003379
12.247506	0.003379
12.250521	0.003379
12.253537	0.003379
12.256553	0.003379
12.259568	0.003379
12.262584	0.003379
12.265599	0.003379
12.268615	0.003379
12.271630	0.003379
12.274645	0.003379
12.277661	0.003379
12.280676	0.003379
12.283691	0.003379
12.286706	0.003379
12.289721	0.003379
12.292736	0.003379
12.295751	0.003379
12.298766	0.003379
12.301781	0.003379
12.304796	0.003379
12.307811	0.003379
12.310826	0.003379
12.313840	0.003379
12.316855	0.003379
12.319869	0.003379
12.322884	0.003379
12.325898	0.003379
12.328913	0.003379
12.331927	0.003379
12.334941	0.003379
12.337956	0.003379
12.340970	0.003379
12.343984	0.003379
12.346998	0.003379
12.350012	0.003379
12.353026	0.003379
12.356040	0.003379
12.359054	0.003379
12.362068	0.003379
12.365082	0.003379
12.368096	0.003379
12.371109	0.003379
12.374123	0.003379
12.377137	0.003379
12.380150	0.003379
12.383164	0.003379
12.386177	0.003379
12.389191	0.003379
12.392204	0.003379
12.395217	0.003379
12.398230	0.003379
12.401244	0.003379
12.404257	0.003379
12.407270	0.003379
12.410283	0.003379
12.413296	0.003379
12.416309	0.003379
