#z [m]	|lamba [J/s m K]	|rho [kg/m^3]	|alpha [1/K]
0.945599 	| 0.013667 	|51.681398 	|0.004591 
0.945711 	| 0.013667 	|51.681123 	|0.004591 
0.945823 	| 0.013667 	|51.680848 	|0.004590 
0.945935 	| 0.013667 	|51.680573 	|0.004590 
0.946047 	| 0.013667 	|51.680299 	|0.004590 
0.946159 	| 0.013667 	|51.680024 	|0.004590 
0.946271 	| 0.013667 	|51.679749 	|0.004590 
0.946383 	| 0.013667 	|51.679475 	|0.004590 
0.946495 	| 0.013667 	|51.679200 	|0.004590 
0.946607 	| 0.013667 	|51.678925 	|0.004590 
0.946719 	| 0.013667 	|51.678651 	|0.004590 
0.946831 	| 0.013667 	|51.678376 	|0.004590 
0.946943 	| 0.013668 	|51.678101 	|0.004590 
0.947055 	| 0.013668 	|51.677827 	|0.004590 
0.947167 	| 0.013668 	|51.677552 	|0.004590 
0.947279 	| 0.013668 	|51.677278 	|0.004590 
0.947391 	| 0.013668 	|51.677003 	|0.004590 
0.947503 	| 0.013668 	|51.676728 	|0.004590 
0.947615 	| 0.013668 	|51.676454 	|0.004590 
0.947727 	| 0.013668 	|51.676179 	|0.004590 
0.947839 	| 0.013668 	|51.675904 	|0.004590 
0.947951 	| 0.013668 	|51.675630 	|0.004590 
0.948063 	| 0.013668 	|51.675355 	|0.004590 
0.948175 	| 0.013668 	|51.675081 	|0.004590 
0.948287 	| 0.013669 	|51.674806 	|0.004590 
0.948399 	| 0.013669 	|51.674532 	|0.004590 
0.948511 	| 0.013669 	|51.674257 	|0.004590 
0.948623 	| 0.013669 	|51.673982 	|0.004589 
0.948735 	| 0.013669 	|51.673708 	|0.004589 
0.948847 	| 0.013669 	|51.673433 	|0.004589 
0.948959 	| 0.013669 	|51.673159 	|0.004589 
0.949071 	| 0.013669 	|51.672884 	|0.004589 
0.949183 	| 0.013669 	|51.672610 	|0.004589 
0.949295 	| 0.013669 	|51.672335 	|0.004589 
0.949407 	| 0.013669 	|51.672061 	|0.004589 
0.949519 	| 0.013669 	|51.671786 	|0.004589 
0.949631 	| 0.013669 	|51.671512 	|0.004589 
0.949743 	| 0.013670 	|51.671237 	|0.004589 
0.949855 	| 0.013670 	|51.670963 	|0.004589 
0.949967 	| 0.013670 	|51.670688 	|0.004589 
0.950079 	| 0.013670 	|51.670414 	|0.004589 
0.950191 	| 0.013670 	|51.670139 	|0.004589 
0.950303 	| 0.013670 	|51.669865 	|0.004589 
0.950415 	| 0.013670 	|51.669590 	|0.004589 
0.950527 	| 0.013670 	|51.669316 	|0.004589 
0.950639 	| 0.013670 	|51.669041 	|0.004589 
0.950751 	| 0.013670 	|51.668767 	|0.004589 
0.950863 	| 0.013670 	|51.668492 	|0.004589 
0.950975 	| 0.013670 	|51.668218 	|0.004589 
0.951087 	| 0.013671 	|51.667943 	|0.004589 
0.951199 	| 0.013671 	|51.667669 	|0.004589 
0.951311 	| 0.013671 	|51.667395 	|0.004589 
0.951423 	| 0.013671 	|51.667120 	|0.004588 
0.951535 	| 0.013671 	|51.666846 	|0.004588 
0.951647 	| 0.013671 	|51.666571 	|0.004588 
0.951759 	| 0.013671 	|51.666297 	|0.004588 
0.951871 	| 0.013671 	|51.666023 	|0.004588 
0.951983 	| 0.013671 	|51.665748 	|0.004588 
0.952095 	| 0.013671 	|51.665474 	|0.004588 
0.952207 	| 0.013671 	|51.665199 	|0.004588 
0.952319 	| 0.013671 	|51.664925 	|0.004588 
0.952431 	| 0.013671 	|51.664651 	|0.004588 
0.952543 	| 0.013672 	|51.664376 	|0.004588 
0.952655 	| 0.013672 	|51.664102 	|0.004588 
0.952767 	| 0.013672 	|51.663828 	|0.004588 
0.952879 	| 0.013672 	|51.663553 	|0.004588 
0.952991 	| 0.013672 	|51.663279 	|0.004588 
0.953103 	| 0.013672 	|51.663005 	|0.004588 
0.953215 	| 0.013672 	|51.662730 	|0.004588 
0.953327 	| 0.013672 	|51.662456 	|0.004588 
0.953439 	| 0.013672 	|51.662182 	|0.004588 
0.953551 	| 0.013672 	|51.661907 	|0.004588 
0.953663 	| 0.013672 	|51.661633 	|0.004588 
0.953775 	| 0.013672 	|51.661359 	|0.004588 
0.953887 	| 0.013673 	|51.661084 	|0.004588 
0.953999 	| 0.013673 	|51.660810 	|0.004588 
0.954111 	| 0.013673 	|51.660536 	|0.004588 
0.954223 	| 0.013673 	|51.660261 	|0.004587 
0.954335 	| 0.013673 	|51.659987 	|0.004587 
0.954447 	| 0.013673 	|51.659713 	|0.004587 
0.954559 	| 0.013673 	|51.659439 	|0.004587 
0.954671 	| 0.013673 	|51.659164 	|0.004587 
0.954783 	| 0.013673 	|51.658890 	|0.004587 
0.954895 	| 0.013673 	|51.658616 	|0.004587 
0.955008 	| 0.013673 	|51.658342 	|0.004587 
0.955120 	| 0.013673 	|51.658067 	|0.004587 
0.955232 	| 0.013674 	|51.657793 	|0.004587 
0.955344 	| 0.013674 	|51.657519 	|0.004587 
0.955456 	| 0.013674 	|51.657245 	|0.004587 
0.955568 	| 0.013674 	|51.656970 	|0.004587 
0.955680 	| 0.013674 	|51.656696 	|0.004587 
0.955792 	| 0.013674 	|51.656422 	|0.004587 
0.955904 	| 0.013674 	|51.656148 	|0.004587 
0.956016 	| 0.013674 	|51.655874 	|0.004587 
0.956128 	| 0.013674 	|51.655599 	|0.004587 
0.956240 	| 0.013674 	|51.655325 	|0.004587 
0.956352 	| 0.013674 	|51.655051 	|0.004587 
0.956464 	| 0.013674 	|51.654777 	|0.004587 
0.956576 	| 0.013674 	|51.654503 	|0.004587 
0.956688 	| 0.013675 	|51.654228 	|0.004587 
0.956800 	| 0.013675 	|51.653954 	|0.004587 
0.956912 	| 0.013675 	|51.653680 	|0.004587 
0.957024 	| 0.013675 	|51.653406 	|0.004587 
0.957136 	| 0.013675 	|51.653132 	|0.004586 
0.957248 	| 0.013675 	|51.652858 	|0.004586 
0.957360 	| 0.013675 	|51.652584 	|0.004586 
0.957472 	| 0.013675 	|51.652309 	|0.004586 
0.957584 	| 0.013675 	|51.652035 	|0.004586 
0.957696 	| 0.013675 	|51.651761 	|0.004586 
0.957808 	| 0.013675 	|51.651487 	|0.004586 
0.957920 	| 0.013675 	|51.651213 	|0.004586 
0.958032 	| 0.013676 	|51.650939 	|0.004586 
0.958144 	| 0.013676 	|51.650665 	|0.004586 
0.958256 	| 0.013676 	|51.650391 	|0.004586 
0.958368 	| 0.013676 	|51.650117 	|0.004586 
0.958480 	| 0.013676 	|51.649843 	|0.004586 
0.958592 	| 0.013676 	|51.649568 	|0.004586 
0.958704 	| 0.013676 	|51.649294 	|0.004586 
0.958816 	| 0.013676 	|51.649020 	|0.004586 
0.958928 	| 0.013676 	|51.648746 	|0.004586 
0.959040 	| 0.013676 	|51.648472 	|0.004586 
0.959152 	| 0.013676 	|51.648198 	|0.004586 
0.959264 	| 0.013676 	|51.647924 	|0.004586 
0.959376 	| 0.013676 	|51.647650 	|0.004586 
0.959488 	| 0.013677 	|51.647376 	|0.004586 
0.959600 	| 0.013677 	|51.647102 	|0.004586 
0.959712 	| 0.013677 	|51.646828 	|0.004586 
0.959824 	| 0.013677 	|51.646554 	|0.004586 
0.959936 	| 0.013677 	|51.646280 	|0.004585 
0.960048 	| 0.013677 	|51.646006 	|0.004585 
0.960160 	| 0.013677 	|51.645732 	|0.004585 
0.960272 	| 0.013677 	|51.645458 	|0.004585 
0.960384 	| 0.013677 	|51.645184 	|0.004585 
0.960496 	| 0.013677 	|51.644910 	|0.004585 
0.960608 	| 0.013677 	|51.644636 	|0.004585 
0.960720 	| 0.013677 	|51.644362 	|0.004585 
0.960832 	| 0.013678 	|51.644088 	|0.004585 
0.960944 	| 0.013678 	|51.643814 	|0.004585 
0.961056 	| 0.013678 	|51.643540 	|0.004585 
0.961168 	| 0.013678 	|51.643266 	|0.004585 
0.961280 	| 0.013678 	|51.642992 	|0.004585 
0.961392 	| 0.013678 	|51.642718 	|0.004585 
0.961504 	| 0.013678 	|51.642444 	|0.004585 
0.961616 	| 0.013678 	|51.642171 	|0.004585 
0.961728 	| 0.013678 	|51.641897 	|0.004585 
0.961840 	| 0.013678 	|51.641623 	|0.004585 
0.961952 	| 0.013678 	|51.641349 	|0.004585 
0.962064 	| 0.013678 	|51.641075 	|0.004585 
0.962176 	| 0.013679 	|51.640801 	|0.004585 
0.962288 	| 0.013679 	|51.640527 	|0.004585 
0.962400 	| 0.013679 	|51.640253 	|0.004585 
0.962512 	| 0.013679 	|51.639979 	|0.004585 
0.962624 	| 0.013679 	|51.639705 	|0.004585 
0.962736 	| 0.013679 	|51.639432 	|0.004584 
0.962848 	| 0.013679 	|51.639158 	|0.004584 
0.962960 	| 0.013679 	|51.638884 	|0.004584 
0.963072 	| 0.013679 	|51.638610 	|0.004584 
0.963184 	| 0.013679 	|51.638336 	|0.004584 
0.963296 	| 0.013679 	|51.638062 	|0.004584 
0.963408 	| 0.013679 	|51.637788 	|0.004584 
0.963520 	| 0.013679 	|51.637515 	|0.004584 
0.963632 	| 0.013680 	|51.637241 	|0.004584 
0.963744 	| 0.013680 	|51.636967 	|0.004584 
0.963856 	| 0.013680 	|51.636693 	|0.004584 
0.963968 	| 0.013680 	|51.636419 	|0.004584 
0.964080 	| 0.013680 	|51.636146 	|0.004584 
0.964192 	| 0.013680 	|51.635872 	|0.004584 
0.964304 	| 0.013680 	|51.635598 	|0.004584 
0.964416 	| 0.013680 	|51.635324 	|0.004584 
0.964528 	| 0.013680 	|51.635050 	|0.004584 
0.964640 	| 0.013680 	|51.634777 	|0.004584 
0.964752 	| 0.013680 	|51.634503 	|0.004584 
0.964864 	| 0.013680 	|51.634229 	|0.004584 
0.964976 	| 0.013681 	|51.633955 	|0.004584 
0.965089 	| 0.013681 	|51.633682 	|0.004584 
0.965201 	| 0.013681 	|51.633408 	|0.004584 
0.965313 	| 0.013681 	|51.633134 	|0.004584 
0.965425 	| 0.013681 	|51.632860 	|0.004584 
0.965537 	| 0.013681 	|51.632587 	|0.004584 
0.965649 	| 0.013681 	|51.632313 	|0.004583 
0.965761 	| 0.013681 	|51.632039 	|0.004583 
0.965873 	| 0.013681 	|51.631765 	|0.004583 
0.965985 	| 0.013681 	|51.631492 	|0.004583 
0.966097 	| 0.013681 	|51.631218 	|0.004583 
0.966209 	| 0.013681 	|51.630944 	|0.004583 
0.966321 	| 0.013681 	|51.630671 	|0.004583 
0.966433 	| 0.013682 	|51.630397 	|0.004583 
0.966545 	| 0.013682 	|51.630123 	|0.004583 
0.966657 	| 0.013682 	|51.629849 	|0.004583 
0.966769 	| 0.013682 	|51.629576 	|0.004583 
0.966881 	| 0.013682 	|51.629302 	|0.004583 
0.966993 	| 0.013682 	|51.629028 	|0.004583 
0.967105 	| 0.013682 	|51.628755 	|0.004583 
0.967217 	| 0.013682 	|51.628481 	|0.004583 
0.967329 	| 0.013682 	|51.628208 	|0.004583 
0.967441 	| 0.013682 	|51.627934 	|0.004583 
0.967553 	| 0.013682 	|51.627660 	|0.004583 
0.967665 	| 0.013682 	|51.627387 	|0.004583 
0.967777 	| 0.013683 	|51.627113 	|0.004583 
0.967889 	| 0.013683 	|51.626839 	|0.004583 
0.968001 	| 0.013683 	|51.626566 	|0.004583 
0.968113 	| 0.013683 	|51.626292 	|0.004583 
0.968225 	| 0.013683 	|51.626019 	|0.004583 
0.968337 	| 0.013683 	|51.625745 	|0.004583 
0.968449 	| 0.013683 	|51.625471 	|0.004582 
0.968561 	| 0.013683 	|51.625198 	|0.004582 
0.968673 	| 0.013683 	|51.624924 	|0.004582 
0.968785 	| 0.013683 	|51.624651 	|0.004582 
0.968897 	| 0.013683 	|51.624377 	|0.004582 
0.969009 	| 0.013683 	|51.624103 	|0.004582 
0.969121 	| 0.013683 	|51.623830 	|0.004582 
0.969233 	| 0.013684 	|51.623556 	|0.004582 
0.969345 	| 0.013684 	|51.623283 	|0.004582 
0.969457 	| 0.013684 	|51.623009 	|0.004582 
0.969569 	| 0.013684 	|51.622736 	|0.004582 
0.969681 	| 0.013684 	|51.622462 	|0.004582 
0.969793 	| 0.013684 	|51.622189 	|0.004582 
0.969905 	| 0.013684 	|51.621915 	|0.004582 
0.970017 	| 0.013684 	|51.621642 	|0.004582 
0.970129 	| 0.013684 	|51.621368 	|0.004582 
0.970241 	| 0.013684 	|51.621095 	|0.004582 
0.970353 	| 0.013684 	|51.620821 	|0.004582 
0.970465 	| 0.013684 	|51.620548 	|0.004582 
0.970577 	| 0.013685 	|51.620274 	|0.004582 
0.970689 	| 0.013685 	|51.620001 	|0.004582 
0.970801 	| 0.013685 	|51.619727 	|0.004582 
0.970913 	| 0.013685 	|51.619454 	|0.004582 
0.971025 	| 0.013685 	|51.619180 	|0.004582 
0.971137 	| 0.013685 	|51.618907 	|0.004582 
0.971249 	| 0.013685 	|51.618633 	|0.004581 
0.971361 	| 0.013685 	|51.618360 	|0.004581 
0.971473 	| 0.013685 	|51.618086 	|0.004581 
0.971585 	| 0.013685 	|51.617813 	|0.004581 
0.971697 	| 0.013685 	|51.617539 	|0.004581 
0.971809 	| 0.013685 	|51.617266 	|0.004581 
0.971921 	| 0.013686 	|51.616993 	|0.004581 
0.972033 	| 0.013686 	|51.616719 	|0.004581 
0.972145 	| 0.013686 	|51.616446 	|0.004581 
0.972257 	| 0.013686 	|51.616172 	|0.004581 
0.972369 	| 0.013686 	|51.615899 	|0.004581 
0.972481 	| 0.013686 	|51.615626 	|0.004581 
0.972593 	| 0.013686 	|51.615352 	|0.004581 
0.972705 	| 0.013686 	|51.615079 	|0.004581 
0.972817 	| 0.013686 	|51.614805 	|0.004581 
0.972929 	| 0.013686 	|51.614532 	|0.004581 
0.973041 	| 0.013686 	|51.614259 	|0.004581 
0.973153 	| 0.013686 	|51.613985 	|0.004581 
0.973265 	| 0.013686 	|51.613712 	|0.004581 
0.973377 	| 0.013687 	|51.613439 	|0.004581 
0.973489 	| 0.013687 	|51.613165 	|0.004581 
0.973601 	| 0.013687 	|51.612892 	|0.004581 
0.973713 	| 0.013687 	|51.612619 	|0.004581 
0.973825 	| 0.013687 	|51.612345 	|0.004581 
0.973937 	| 0.013687 	|51.612072 	|0.004581 
0.974049 	| 0.013687 	|51.611799 	|0.004581 
0.974161 	| 0.013687 	|51.611525 	|0.004580 
0.974273 	| 0.013687 	|51.611252 	|0.004580 
0.974385 	| 0.013687 	|51.610979 	|0.004580 
0.974497 	| 0.013687 	|51.610705 	|0.004580 
0.974609 	| 0.013687 	|51.610432 	|0.004580 
0.974721 	| 0.013688 	|51.610159 	|0.004580 
0.974833 	| 0.013688 	|51.609885 	|0.004580 
0.974945 	| 0.013688 	|51.609612 	|0.004580 
0.975058 	| 0.013688 	|51.609339 	|0.004580 
0.975170 	| 0.013688 	|51.609066 	|0.004580 
0.975282 	| 0.013688 	|51.608792 	|0.004580 
0.975394 	| 0.013688 	|51.608519 	|0.004580 
0.975506 	| 0.013688 	|51.608246 	|0.004580 
0.975618 	| 0.013688 	|51.607973 	|0.004580 
0.975730 	| 0.013688 	|51.607699 	|0.004580 
0.975842 	| 0.013688 	|51.607426 	|0.004580 
0.975954 	| 0.013688 	|51.607153 	|0.004580 
0.976066 	| 0.013688 	|51.606880 	|0.004580 
0.976178 	| 0.013689 	|51.606606 	|0.004580 
0.976290 	| 0.013689 	|51.606333 	|0.004580 
0.976402 	| 0.013689 	|51.606060 	|0.004580 
0.976514 	| 0.013689 	|51.605787 	|0.004580 
0.976626 	| 0.013689 	|51.605514 	|0.004580 
0.976738 	| 0.013689 	|51.605240 	|0.004580 
0.976850 	| 0.013689 	|51.604967 	|0.004580 
0.976962 	| 0.013689 	|51.604694 	|0.004579 
0.977074 	| 0.013689 	|51.604421 	|0.004579 
0.977186 	| 0.013689 	|51.604148 	|0.004579 
0.977298 	| 0.013689 	|51.603875 	|0.004579 
0.977410 	| 0.013689 	|51.603601 	|0.004579 
0.977522 	| 0.013690 	|51.603328 	|0.004579 
0.977634 	| 0.013690 	|51.603055 	|0.004579 
0.977746 	| 0.013690 	|51.602782 	|0.004579 
0.977858 	| 0.013690 	|51.602509 	|0.004579 
0.977970 	| 0.013690 	|51.602236 	|0.004579 
0.978082 	| 0.013690 	|51.601963 	|0.004579 
0.978194 	| 0.013690 	|51.601689 	|0.004579 
0.978306 	| 0.013690 	|51.601416 	|0.004579 
0.978418 	| 0.013690 	|51.601143 	|0.004579 
0.978530 	| 0.013690 	|51.600870 	|0.004579 
0.978642 	| 0.013690 	|51.600597 	|0.004579 
0.978754 	| 0.013690 	|51.600324 	|0.004579 
0.978866 	| 0.013690 	|51.600051 	|0.004579 
0.978978 	| 0.013691 	|51.599778 	|0.004579 
0.979090 	| 0.013691 	|51.599505 	|0.004579 
0.979202 	| 0.013691 	|51.599232 	|0.004579 
0.979314 	| 0.013691 	|51.598959 	|0.004579 
0.979426 	| 0.013691 	|51.598685 	|0.004579 
0.979538 	| 0.013691 	|51.598412 	|0.004579 
0.979650 	| 0.013691 	|51.598139 	|0.004579 
0.979762 	| 0.013691 	|51.597866 	|0.004579 
0.979874 	| 0.013691 	|51.597593 	|0.004578 
0.979986 	| 0.013691 	|51.597320 	|0.004578 
0.980098 	| 0.013691 	|51.597047 	|0.004578 
0.980210 	| 0.013691 	|51.596774 	|0.004578 
0.980322 	| 0.013692 	|51.596501 	|0.004578 
0.980434 	| 0.013692 	|51.596228 	|0.004578 
0.980546 	| 0.013692 	|51.595955 	|0.004578 
0.980658 	| 0.013692 	|51.595682 	|0.004578 
0.980770 	| 0.013692 	|51.595409 	|0.004578 
0.980882 	| 0.013692 	|51.595136 	|0.004578 
0.980994 	| 0.013692 	|51.594863 	|0.004578 
0.981106 	| 0.013692 	|51.594590 	|0.004578 
0.981218 	| 0.013692 	|51.594317 	|0.004578 
0.981330 	| 0.013692 	|51.594044 	|0.004578 
0.981442 	| 0.013692 	|51.593771 	|0.004578 
0.981554 	| 0.013692 	|51.593498 	|0.004578 
0.981666 	| 0.013693 	|51.593225 	|0.004578 
0.981778 	| 0.013693 	|51.592952 	|0.004578 
0.981890 	| 0.013693 	|51.592680 	|0.004578 
0.982002 	| 0.013693 	|51.592407 	|0.004578 
0.982114 	| 0.013693 	|51.592134 	|0.004578 
0.982226 	| 0.013693 	|51.591861 	|0.004578 
0.982338 	| 0.013693 	|51.591588 	|0.004578 
0.982450 	| 0.013693 	|51.591315 	|0.004578 
0.982562 	| 0.013693 	|51.591042 	|0.004578 
0.982674 	| 0.013693 	|51.590769 	|0.004577 
0.982786 	| 0.013693 	|51.590496 	|0.004577 
0.982898 	| 0.013693 	|51.590223 	|0.004577 
0.983010 	| 0.013693 	|51.589950 	|0.004577 
0.983122 	| 0.013694 	|51.589678 	|0.004577 
0.983234 	| 0.013694 	|51.589405 	|0.004577 
0.983346 	| 0.013694 	|51.589132 	|0.004577 
0.983458 	| 0.013694 	|51.588859 	|0.004577 
0.983570 	| 0.013694 	|51.588586 	|0.004577 
0.983682 	| 0.013694 	|51.588313 	|0.004577 
0.983794 	| 0.013694 	|51.588040 	|0.004577 
0.983906 	| 0.013694 	|51.587767 	|0.004577 
0.984018 	| 0.013694 	|51.587495 	|0.004577 
0.984130 	| 0.013694 	|51.587222 	|0.004577 
0.984242 	| 0.013694 	|51.586949 	|0.004577 
0.984354 	| 0.013694 	|51.586676 	|0.004577 
0.984466 	| 0.013695 	|51.586403 	|0.004577 
0.984578 	| 0.013695 	|51.586131 	|0.004577 
0.984690 	| 0.013695 	|51.585858 	|0.004577 
0.984802 	| 0.013695 	|51.585585 	|0.004577 
0.984914 	| 0.013695 	|51.585312 	|0.004577 
0.985027 	| 0.013695 	|51.585039 	|0.004577 
0.985139 	| 0.013695 	|51.584767 	|0.004577 
0.985251 	| 0.013695 	|51.584494 	|0.004577 
0.985363 	| 0.013695 	|51.584221 	|0.004577 
0.985475 	| 0.013695 	|51.583948 	|0.004576 
0.985587 	| 0.013695 	|51.583675 	|0.004576 
0.985699 	| 0.013695 	|51.583403 	|0.004576 
0.985811 	| 0.013695 	|51.583130 	|0.004576 
0.985923 	| 0.013696 	|51.582857 	|0.004576 
0.986035 	| 0.013696 	|51.582584 	|0.004576 
0.986147 	| 0.013696 	|51.582312 	|0.004576 
0.986259 	| 0.013696 	|51.582039 	|0.004576 
0.986371 	| 0.013696 	|51.581766 	|0.004576 
0.986483 	| 0.013696 	|51.581494 	|0.004576 
0.986595 	| 0.013696 	|51.581221 	|0.004576 
0.986707 	| 0.013696 	|51.580948 	|0.004576 
0.986819 	| 0.013696 	|51.580675 	|0.004576 
0.986931 	| 0.013696 	|51.580403 	|0.004576 
0.987043 	| 0.013696 	|51.580130 	|0.004576 
0.987155 	| 0.013696 	|51.579857 	|0.004576 
0.987267 	| 0.013697 	|51.579585 	|0.004576 
0.987379 	| 0.013697 	|51.579312 	|0.004576 
0.987491 	| 0.013697 	|51.579039 	|0.004576 
0.987603 	| 0.013697 	|51.578767 	|0.004576 
0.987715 	| 0.013697 	|51.578494 	|0.004576 
0.987827 	| 0.013697 	|51.578221 	|0.004576 
0.987939 	| 0.013697 	|51.577949 	|0.004576 
0.988051 	| 0.013697 	|51.577676 	|0.004576 
0.988163 	| 0.013697 	|51.577403 	|0.004576 
0.988275 	| 0.013697 	|51.577131 	|0.004576 
0.988387 	| 0.013697 	|51.576858 	|0.004575 
0.988499 	| 0.013697 	|51.576586 	|0.004575 
0.988611 	| 0.013697 	|51.576313 	|0.004575 
0.988723 	| 0.013698 	|51.576040 	|0.004575 
0.988835 	| 0.013698 	|51.575768 	|0.004575 
0.988947 	| 0.013698 	|51.575495 	|0.004575 
0.989059 	| 0.013698 	|51.575222 	|0.004575 
0.989171 	| 0.013698 	|51.574950 	|0.004575 
0.989283 	| 0.013698 	|51.574677 	|0.004575 
0.989395 	| 0.013698 	|51.574405 	|0.004575 
0.989507 	| 0.013698 	|51.574132 	|0.004575 
0.989619 	| 0.013698 	|51.573860 	|0.004575 
0.989731 	| 0.013698 	|51.573587 	|0.004575 
0.989843 	| 0.013698 	|51.573314 	|0.004575 
0.989955 	| 0.013698 	|51.573042 	|0.004575 
0.990067 	| 0.013699 	|51.572769 	|0.004575 
0.990179 	| 0.013699 	|51.572497 	|0.004575 
0.990291 	| 0.013699 	|51.572224 	|0.004575 
0.990403 	| 0.013699 	|51.571952 	|0.004575 
0.990515 	| 0.013699 	|51.571679 	|0.004575 
0.990627 	| 0.013699 	|51.571407 	|0.004575 
0.990739 	| 0.013699 	|51.571134 	|0.004575 
0.990851 	| 0.013699 	|51.570862 	|0.004575 
0.990963 	| 0.013699 	|51.570589 	|0.004575 
0.991075 	| 0.013699 	|51.570317 	|0.004575 
0.991187 	| 0.013699 	|51.570044 	|0.004574 
0.991299 	| 0.013699 	|51.569772 	|0.004574 
0.991411 	| 0.013700 	|51.569499 	|0.004574 
0.991523 	| 0.013700 	|51.569227 	|0.004574 
0.991635 	| 0.013700 	|51.568954 	|0.004574 
0.991747 	| 0.013700 	|51.568682 	|0.004574 
0.991859 	| 0.013700 	|51.568409 	|0.004574 
0.991971 	| 0.013700 	|51.568137 	|0.004574 
0.992083 	| 0.013700 	|51.567864 	|0.004574 
0.992195 	| 0.013700 	|51.567592 	|0.004574 
0.992307 	| 0.013700 	|51.567320 	|0.004574 
0.992419 	| 0.013700 	|51.567047 	|0.004574 
0.992531 	| 0.013700 	|51.566775 	|0.004574 
0.992643 	| 0.013700 	|51.566502 	|0.004574 
0.992755 	| 0.013700 	|51.566230 	|0.004574 
0.992867 	| 0.013701 	|51.565957 	|0.004574 
0.992979 	| 0.013701 	|51.565685 	|0.004574 
0.993091 	| 0.013701 	|51.565413 	|0.004574 
0.993203 	| 0.013701 	|51.565140 	|0.004574 
0.993315 	| 0.013701 	|51.564868 	|0.004574 
0.993427 	| 0.013701 	|51.564595 	|0.004574 
0.993539 	| 0.013701 	|51.564323 	|0.004574 
0.993651 	| 0.013701 	|51.564051 	|0.004574 
0.993763 	| 0.013701 	|51.563778 	|0.004574 
0.993875 	| 0.013701 	|51.563506 	|0.004574 
0.993987 	| 0.013701 	|51.563234 	|0.004574 
0.994099 	| 0.013701 	|51.562961 	|0.004573 
0.994211 	| 0.013702 	|51.562689 	|0.004573 
0.994323 	| 0.013702 	|51.562417 	|0.004573 
0.994435 	| 0.013702 	|51.562144 	|0.004573 
0.994547 	| 0.013702 	|51.561872 	|0.004573 
0.994659 	| 0.013702 	|51.561600 	|0.004573 
0.994771 	| 0.013702 	|51.561327 	|0.004573 
0.994883 	| 0.013702 	|51.561055 	|0.004573 
0.994995 	| 0.013702 	|51.560783 	|0.004573 
0.995108 	| 0.013702 	|51.560510 	|0.004573 
0.995220 	| 0.013702 	|51.560238 	|0.004573 
0.995332 	| 0.013702 	|51.559966 	|0.004573 
0.995444 	| 0.013702 	|51.559693 	|0.004573 
0.995556 	| 0.013702 	|51.559421 	|0.004573 
0.995668 	| 0.013703 	|51.559149 	|0.004573 
0.995780 	| 0.013703 	|51.558877 	|0.004573 
0.995892 	| 0.013703 	|51.558604 	|0.004573 
0.996004 	| 0.013703 	|51.558332 	|0.004573 
0.996116 	| 0.013703 	|51.558060 	|0.004573 
0.996228 	| 0.013703 	|51.557788 	|0.004573 
0.996340 	| 0.013703 	|51.557515 	|0.004573 
0.996452 	| 0.013703 	|51.557243 	|0.004573 
0.996564 	| 0.013703 	|51.556971 	|0.004573 
0.996676 	| 0.013703 	|51.556699 	|0.004573 
0.996788 	| 0.013703 	|51.556426 	|0.004573 
0.996900 	| 0.013703 	|51.556154 	|0.004572 
0.997012 	| 0.013704 	|51.555882 	|0.004572 
0.997124 	| 0.013704 	|51.555610 	|0.004572 
0.997236 	| 0.013704 	|51.555338 	|0.004572 
0.997348 	| 0.013704 	|51.555065 	|0.004572 
0.997460 	| 0.013704 	|51.554793 	|0.004572 
0.997572 	| 0.013704 	|51.554521 	|0.004572 
0.997684 	| 0.013704 	|51.554249 	|0.004572 
0.997796 	| 0.013704 	|51.553977 	|0.004572 
0.997908 	| 0.013704 	|51.553705 	|0.004572 
0.998020 	| 0.013704 	|51.553432 	|0.004572 
0.998132 	| 0.013704 	|51.553160 	|0.004572 
0.998244 	| 0.013704 	|51.552888 	|0.004572 
0.998356 	| 0.013704 	|51.552616 	|0.004572 
0.998468 	| 0.013705 	|51.552344 	|0.004572 
0.998580 	| 0.013705 	|51.552072 	|0.004572 
0.998692 	| 0.013705 	|51.551799 	|0.004572 
0.998804 	| 0.013705 	|51.551527 	|0.004572 
0.998916 	| 0.013705 	|51.551255 	|0.004572 
0.999028 	| 0.013705 	|51.550983 	|0.004572 
0.999140 	| 0.013705 	|51.550711 	|0.004572 
0.999252 	| 0.013705 	|51.550439 	|0.004572 
0.999364 	| 0.013705 	|51.550167 	|0.004572 
0.999476 	| 0.013705 	|51.549895 	|0.004572 
0.999588 	| 0.013705 	|51.549623 	|0.004572 
0.999700 	| 0.013705 	|51.549351 	|0.004572 
0.999812 	| 0.013706 	|51.549078 	|0.004571 
0.999924 	| 0.013706 	|51.548806 	|0.004571 
1.000036 	| 0.013706 	|51.548534 	|0.004571 
1.000148 	| 0.013706 	|51.548262 	|0.004571 
1.000260 	| 0.013706 	|51.547990 	|0.004571 
1.000372 	| 0.013706 	|51.547718 	|0.004571 
1.000484 	| 0.013706 	|51.547446 	|0.004571 
1.000596 	| 0.013706 	|51.547174 	|0.004571 
1.000708 	| 0.013706 	|51.546902 	|0.004571 
1.000820 	| 0.013706 	|51.546630 	|0.004571 
1.000932 	| 0.013706 	|51.546358 	|0.004571 
1.001044 	| 0.013706 	|51.546086 	|0.004571 
1.001156 	| 0.013707 	|51.545814 	|0.004571 
1.001268 	| 0.013707 	|51.545542 	|0.004571 
